Belief propagation time: 24

Probabilities: 
Vars:902513
Stmts:7150
org.joda.time.IllegalFieldValueException:getMessage:()Ljava/lang/String;#314#0 prob_bp = 0.43301471552577610000
org.joda.time.MonthDay:minusMonths:(I)Lorg/joda/time/MonthDay;#652#8 prob_bp = 0.49873058040746354000
org.joda.time.MonthDay:plusMonths:(I)Lorg/joda/time/MonthDay;#592#5 prob_bp = 0.49879038939092300000
org.joda.time.MonthDay:minusDays:(I)Lorg/joda/time/MonthDay;#672#8 prob_bp = 0.49920325233870655000
org.joda.time.MonthDay:plusDays:(I)Lorg/joda/time/MonthDay;#612#5 prob_bp = 0.49920980930036435000
org.joda.time.MonthDay:minusMonths:(I)Lorg/joda/time/MonthDay;#652#0 prob_bp = 0.49926214978734934000
org.joda.time.MonthDay:plusMonths:(I)Lorg/joda/time/MonthDay;#592#0 prob_bp = 0.49929804744227785000
org.joda.time.DateTimeZone:setDefault:(Lorg/joda/time/DateTimeZone;)V#178#22 prob_bp = 0.49930145153767785000
org.joda.time.field.BaseDateTimeField:add:(Lorg/joda/time/ReadablePartial;I[II)[I#324#129 prob_bp = 0.49932963934279540000
org.joda.time.MonthDay:minusDays:(I)Lorg/joda/time/MonthDay;#672#0 prob_bp = 0.49947277467632306000
org.joda.time.MonthDay:plusDays:(I)Lorg/joda/time/MonthDay;#612#0 prob_bp = 0.49947807262383837000
org.joda.time.DateTimeZone:setDefault:(Lorg/joda/time/DateTimeZone;)V#178#21 prob_bp = 0.49951657859505000000
org.joda.time.field.BaseDateTimeField:add:(Lorg/joda/time/ReadablePartial;I[II)[I#324#121 prob_bp = 0.49986645465661445000
org.joda.time.MonthDay:withFieldAdded:(Lorg/joda/time/DurationFieldType;I)Lorg/joda/time/MonthDay;#519#28 prob_bp = 0.49995733974914130000
org.joda.time.chrono.BasicMonthOfYearDateTimeField:add:(Lorg/joda/time/ReadablePartial;I[II)[I#213#56 prob_bp = 0.49995735626317334000
org.joda.time.MonthDay:getField:(ILorg/joda/time/Chronology;)Lorg/joda/time/DateTimeField;#408#1 prob_bp = 0.49998911290621960000
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTimeField;#482#9 prob_bp = 0.49998934918698024000
org.joda.time.DateTimeZone:forTimeZone:(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;#319#62 prob_bp = 0.49999421996181200000
org.joda.time.chrono.BaseChronology:validate:(Lorg/joda/time/ReadablePartial;[I)V#199#118 prob_bp = 0.49999431610498757000
org.joda.time.MonthDay:getField:(ILorg/joda/time/Chronology;)Lorg/joda/time/DateTimeField;#408#0 prob_bp = 0.49999729558971620000
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTimeField;#482#6 prob_bp = 0.49999736322705657000
org.joda.time.chrono.BaseChronology:validate:(Lorg/joda/time/ReadablePartial;[I)V#199#117 prob_bp = 0.49999765316932950000
org.joda.time.field.FieldUtils:safeNegate:(I)I#49#3 prob_bp = 0.49999793759642525000
org.joda.time.field.FieldUtils:safeNegate:(I)I#49#1 prob_bp = 0.49999801987353076000
org.joda.time.chrono.BaseChronology:validate:(Lorg/joda/time/ReadablePartial;[I)V#199#115 prob_bp = 0.49999831723235160000
org.joda.time.chrono.BaseChronology:validate:(Lorg/joda/time/ReadablePartial;[I)V#183#6 prob_bp = 0.49999847910468830000
org.joda.time.DateTimeZone:forTimeZone:(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;#319#61 prob_bp = 0.49999856468602805000
org.joda.time.MonthDay:size:()I#395#1 prob_bp = 0.49999868420794950000
org.joda.time.MonthDay:size:()I#395#0 prob_bp = 0.49999873514418836000
org.joda.time.chrono.BaseChronology:validate:(Lorg/joda/time/ReadablePartial;[I)V#199#219 prob_bp = 0.49999886018770570000
org.joda.time.field.BaseDateTimeField:add:(Lorg/joda/time/ReadablePartial;I[II)[I#317#78 prob_bp = 0.49999912089571463000
org.joda.time.field.FieldUtils:safeNegate:(I)I#49#0 prob_bp = 0.49999919259347990000
org.joda.time.base.AbstractPartial:getField:(I)Lorg/joda/time/DateTimeField;#105#6 prob_bp = 0.49999932829188590000
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTimeField;#482#5 prob_bp = 0.49999935323691164000
org.joda.time.chrono.BaseChronology:validate:(Lorg/joda/time/ReadablePartial;[I)V#199#113 prob_bp = 0.49999961331679690000
org.joda.time.chrono.BaseChronology:validate:(Lorg/joda/time/ReadablePartial;[I)V#199#112 prob_bp = 0.49999962833355570000
org.joda.time.DateTimeZone:forTimeZone:(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;#317#60 prob_bp = 0.49999964356555860000
org.joda.time.base.AbstractPartial:getField:(I)Lorg/joda/time/DateTimeField;#105#9 prob_bp = 0.49999971356315104000
org.joda.time.DateTimeFieldType$StandardDateTimeFieldType:getField:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTimeField;#498#155 prob_bp = 0.49999971957880374000
org.joda.time.MonthDay:minusMonths:(I)Lorg/joda/time/MonthDay;#652#5 prob_bp = 0.49999972250156330000
org.joda.time.MonthDay:minusMonths:(I)Lorg/joda/time/MonthDay;#652#4 prob_bp = 0.49999976426752460000
org.joda.time.MonthDay:minusDays:(I)Lorg/joda/time/MonthDay;#672#5 prob_bp = 0.49999977206189533000
org.joda.time.MonthDay:minusDays:(I)Lorg/joda/time/MonthDay;#672#4 prob_bp = 0.49999980300161670000
org.joda.time.base.AbstractPartial:getField:(I)Lorg/joda/time/DateTimeField;#105#1 prob_bp = 0.49999983325382710000
org.joda.time.chrono.BasicMonthOfYearDateTimeField:add:(Lorg/joda/time/ReadablePartial;I[II)[I#213#47 prob_bp = 0.49999984726386560000
org.joda.time.tz.ZoneInfoProvider:getZone:(Ljava/lang/String;)Lorg/joda/time/DateTimeZone;#147#36 prob_bp = 0.49999991147281190000
org.joda.time.DateTimeUtils:getChronology:(Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;#252#1 prob_bp = 0.49999994017999400000
org.joda.time.MonthDay:withFieldAdded:(Lorg/joda/time/DurationFieldType;I)Lorg/joda/time/MonthDay;#515#7 prob_bp = 0.49999994720385416000
org.joda.time.MonthDay:withFieldAdded:(Lorg/joda/time/DurationFieldType;I)Lorg/joda/time/MonthDay;#519#20 prob_bp = 0.49999995937486740000
org.joda.time.MonthDay:getFieldType:(I)Lorg/joda/time/DateTimeFieldType;#426#5 prob_bp = 0.49999996971012340000
org.joda.time.DateTimeZone:<init>:(Ljava/lang/String;)V#690#5 prob_bp = 0.49999997451250433000
