Belief propagation time: 17

Probabilities: 
Vars:865873
Stmts:9150
org.joda.time.base.AbstractInstant:toString:()Ljava/lang/String;#424#7 prob_bp = 0.49882515866943560000
org.joda.time.format.DateTimeFormatter:print:(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;#582#27 prob_bp = 0.49976661709984010000
org.joda.time.DateTime:withHourOfDay:(I)Lorg/joda/time/DateTime;#1646#19 prob_bp = 0.49976814092376330000
org.joda.time.DateTime:withMillis:(J)Lorg/joda/time/DateTime;#536#25 prob_bp = 0.49979656092950220000
org.joda.time.DateTime:withMillis:(J)Lorg/joda/time/DateTime;#536#13 prob_bp = 0.49980361658461336000
org.joda.time.DateTime:toDateTime:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTime;#522#20 prob_bp = 0.49992643438682743000
org.joda.time.base.AbstractInstant:toDateTime:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTime;#177#12 prob_bp = 0.49993638644714183000
org.joda.time.base.AbstractInstant:toDateTime:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTime;#177#0 prob_bp = 0.49993885725147120000
org.joda.time.DateTime:withMillis:(J)Lorg/joda/time/DateTime;#536#6 prob_bp = 0.49997473090006320000
org.joda.time.DateTimeUtils:getChronology:(Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;#252#1 prob_bp = 0.49997679857537890000
org.joda.time.field.PreciseDateTimeField:get:(J)I#79#3 prob_bp = 0.49998701115188340000
org.joda.time.DateTimeUtils:getChronology:(Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;#252#0 prob_bp = 0.49999356580204970000
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:printTo:(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V#2116#159 prob_bp = 0.49999583934761105000
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:printTo:(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V#2116#158 prob_bp = 0.49999600042139210000
org.joda.time.base.BaseDateTime:checkChronology:(Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;#270#1 prob_bp = 0.49999821490384605000
org.joda.time.DateTimeZone:convertUTCToLocal:(J)J#913#18 prob_bp = 0.49999833688813233000
org.joda.time.format.DateTimeFormatter:print:(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;#582#24 prob_bp = 0.49999838615412660000
org.joda.time.format.DateTimeFormatter:print:(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;#582#23 prob_bp = 0.49999895755372775000
org.joda.time.format.DateTimeFormatter:print:(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;#580#16 prob_bp = 0.49999909846319700000
org.joda.time.format.DateTimeFormatter:print:(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;#580#0 prob_bp = 0.49999913345166785000
org.joda.time.base.BaseDateTime:checkChronology:(Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;#270#0 prob_bp = 0.49999950458432810000
org.joda.time.tz.CachedDateTimeZone$Info:getOffset:(J)I#204#16 prob_bp = 0.49999980054968207000
org.joda.time.base.BaseDateTime:<init>:(JLorg/joda/time/Chronology;)V#125#7 prob_bp = 0.49999986249342290000
org.joda.time.DateTimeZone:convertUTCToLocal:(J)J#913#17 prob_bp = 0.49999993512982370000
org.joda.time.DateTimeZone:convertUTCToLocal:(J)J#913#16 prob_bp = 0.49999993737704250000
org.joda.time.base.BaseDateTime:<init>:(JLorg/joda/time/Chronology;)V#125#6 prob_bp = 0.49999996185434900000
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:printTo:(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V#2116#151 prob_bp = 0.49999997330601126000
org.joda.time.field.PreciseDateTimeField:get:(J)I#79#2 prob_bp = 0.49999998475390856000
org.joda.time.field.PreciseDateTimeField:get:(J)I#79#1 prob_bp = 0.49999998527294880000
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:printTo:(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V#2116#155 prob_bp = 0.49999998650958920000
org.joda.time.DateTime:<init>:(JLorg/joda/time/Chronology;)V#174#3 prob_bp = 0.49999998944754570000
org.joda.time.chrono.ZonedChronology$ZonedDateTimeField:set:(JI)J#468#41 prob_bp = 0.49999999175334890000
org.joda.time.chrono.ZonedChronology$ZonedDateTimeField:get:(J)I#407#17 prob_bp = 0.49999999316194920000
org.joda.time.field.PreciseDateTimeField:get:(J)I#80#19 prob_bp = 0.49999999356053570000
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:printTo:(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V#2116#149 prob_bp = 0.49999999369476356000
org.joda.time.field.PreciseDateTimeField:get:(J)I#79#0 prob_bp = 0.49999999567479790000
org.joda.time.chrono.ZonedChronology$ZonedDateTimeField:set:(JI)J#468#40 prob_bp = 0.49999999597576783000
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:printTo:(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V#2116#154 prob_bp = 0.49999999680732730000
org.joda.time.format.DateTimeFormatter:requirePrinter:()Lorg/joda/time/format/DateTimePrinter;#656#6 prob_bp = 0.49999999705698780000
org.joda.time.DateTime:<init>:(JLorg/joda/time/Chronology;)V#174#2 prob_bp = 0.49999999711214700000
org.joda.time.DateTime:toDateTime:(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTime;#519#10 prob_bp = 0.49999999740515716000
org.joda.time.DateTime:withHourOfDay:(I)Lorg/joda/time/DateTime;#1646#13 prob_bp = 0.49999999742966833000
org.joda.time.DateTime:withHourOfDay:(I)Lorg/joda/time/DateTime;#1646#12 prob_bp = 0.49999999771012260000
org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset:printTo:(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V#2115#147 prob_bp = 0.49999999874426276000
org.joda.time.chrono.ZonedChronology$ZonedDateTimeField:get:(J)I#407#14 prob_bp = 0.49999999877329300000
org.joda.time.DateTime:withMillis:(J)Lorg/joda/time/DateTime;#536#5 prob_bp = 0.49999999895148310000
org.joda.time.field.PreciseDateTimeField:get:(J)I#80#18 prob_bp = 0.49999999919392085000
org.joda.time.DateTime:withMillis:(J)Lorg/joda/time/DateTime;#536#22 prob_bp = 0.49999999925334230000
